,ESTACAO,DATA (YYYY-MM-DD),rain_max,rad_max,temp_avg,temp_max,temp_min,hum_max,hum_min,wind_max,wind_avg
83021,A201,2014-01-01,0.0,3245.0,27.45833333333333,33.9,23.2,92.0,46.0,7.7,1.4375
83022,A201,2014-01-02,2.0,2734.1,27.65416666666667,33.5,24.8,87.0,51.0,6.5,1.0416666666666667
83023,A201,2014-01-03,0.0,2998.8,27.67083333333333,33.6,23.3,92.0,44.0,6.8,1.1166666666666667
83024,A201,2014-01-04,5.2,3171.7,26.179166666666664,33.6,23.7,93.0,49.0,6.1,0.975
83025,A201,2014-01-05,10.8,3015.3,26.191666666666663,32.6,22.6,93.0,53.0,8.3,1.1416666666666666
83026,A201,2014-01-06,14.2,2516.9,25.866666666666664,33.1,23.3,93.0,52.0,11.1,0.7833333333333333
83027,A201,2014-01-07,1.0,3012.0,25.991666666666664,31.5,23.3,94.0,58.0,6.9,1.2833333333333334
83028,A201,2014-01-08,0.8,2641.3,26.40416666666667,32.3,23.7,92.0,55.0,8.9,0.7875
83029,A201,2014-01-09,1.4,2281.7,25.491666666666664,31.1,22.6,93.0,58.0,3.9,0.4125
83030,A201,2014-01-10,26.4,2185.0,24.8375,31.5,21.8,94.0,62.0,5.4,0.325
83031,A201,2014-01-11,0.6,2475.6,26.104166666666668,33.2,22.9,94.0,52.0,6.9,0.425
83032,A201,2014-01-12,26.2,932.1,24.370833333333334,27.1,21.3,94.0,80.0,8.2,0.1666666666666666
83033,A201,2014-01-13,17.4,2529.8,25.558333333333334,31.7,22.5,94.0,58.0,9.1,0.5416666666666666
83034,A201,2014-01-14,3.0,2918.1,26.4625,32.9,23.3,93.0,53.0,6.1,0.4791666666666667
83035,A201,2014-01-15,3.8,2824.8,25.7375,31.8,23.3,93.0,55.0,7.2,0.6416666666666667
83036,A201,2014-01-16,21.4,2715.8,25.65416666666667,31.4,23.2,94.0,64.0,7.1,0.6625
83037,A201,2014-01-17,1.4,2703.9,27.2625,33.9,23.7,94.0,51.0,5.8,0.6833333333333332
83038,A201,2014-01-18,0.2,2780.5,28.058333333333334,34.1,24.1,92.0,51.0,8.2,1.0125
83039,A201,2014-01-19,6.8,2607.0,27.1625,32.4,24.2,92.0,57.0,10.0,1.1833333333333331
83040,A201,2014-01-20,7.6,1813.1,26.6875,30.8,24.9,91.0,65.0,7.3,1.1541666666666666
83041,A201,2014-01-21,12.2,2630.3,26.475,32.0,23.6,94.0,59.0,9.5,0.7124999999999999
83042,A201,2014-01-22,0.0,3027.3,27.254166666666663,33.5,22.8,93.0,48.0,6.0,0.8541666666666666
83043,A201,2014-01-23,26.2,2982.4,26.775,33.7,23.6,93.0,48.0,10.5,1.0083333333333333
83044,A201,2014-01-24,17.0,3180.2,25.45833333333333,31.9,22.7,93.0,62.0,8.4,0.7041666666666666
83045,A201,2014-01-25,8.4,912.8,24.041666666666668,26.3,21.6,93.0,76.0,7.6,0.8208333333333333
83046,A201,2014-01-26,0.2,2750.1,25.95,31.8,23.4,93.0,54.0,6.2,0.8458333333333333
83047,A201,2014-01-27,1.0,1223.4,25.141666666666666,27.8,22.8,93.0,71.0,9.6,0.6625
83048,A201,2014-01-28,0.6,2956.5,26.2,30.9,23.7,94.0,62.0,6.4,1.1333333333333333
83049,A201,2014-01-29,2.0,1952.3,25.08333333333333,30.6,22.7,92.0,64.0,6.7,0.6791666666666667
83050,A201,2014-01-30,9.6,2516.4,25.666666666666668,31.0,23.1,93.0,61.0,8.7,0.6625
83051,A201,2014-01-31,0.8,2946.2,26.1,31.8,23.9,92.0,58.0,7.5,0.925
83052,A201,2014-02-01,7.2,1734.0,24.7625,29.1,23.7,94.0,71.0,5.3,0.4458333333333333
83053,A201,2014-02-02,23.4,2141.6,25.3375,30.1,23.7,94.0,69.0,6.8,0.6124999999999999
83054,A201,2014-02-03,30.4,2150.1,24.633333333333336,30.2,22.3,94.0,69.0,9.6,0.4333333333333333
83055,A201,2014-02-04,2.8,3412.0,25.15833333333333,31.3,23.3,95.0,67.0,7.3,0.6
83056,A201,2014-02-05,24.2,3320.5,25.633333333333336,31.8,22.2,94.0,53.0,8.1,0.6791666666666667
83057,A201,2014-02-06,4.8,2114.5,25.28333333333333,30.3,22.4,94.0,64.0,8.0,0.7999999999999999
83058,A201,2014-02-07,3.6,2927.5,25.78333333333333,32.8,23.4,94.0,55.0,8.6,0.7791666666666667
83059,A201,2014-02-08,8.0,2628.3,25.566666666666663,31.7,23.7,94.0,59.0,7.7,0.6875
83060,A201,2014-02-09,8.0,3265.5,26.058333333333334,32.2,23.4,95.0,58.0,9.6,0.5708333333333333
83061,A201,2014-02-10,5.4,3092.5,26.5625,32.9,23.8,94.0,54.0,8.4,0.5125000000000001
83062,A201,2014-02-11,4.0,1896.4,26.104166666666668,30.6,23.8,94.0,65.0,9.6,0.2333333333333333
83063,A201,2014-02-12,3.8,2452.5,25.425,31.8,23.0,94.0,58.0,7.3,0.2458333333333333
83064,A201,2014-02-13,5.8,1101.9,24.75,26.2,23.5,94.0,83.0,7.2,0.325
83065,A201,2014-02-14,14.2,2008.4,25.679166666666664,30.1,23.6,93.0,66.0,6.8,0.4708333333333334
83066,A201,2014-02-15,1.2,2300.2,25.09166666666667,30.6,23.3,94.0,66.0,5.9,0.5291666666666667
83067,A201,2014-02-16,12.2,1869.1,24.6375,30.3,23.0,94.0,65.0,6.3,0.4083333333333334
83068,A201,2014-02-17,5.6,2663.0,25.45,32.0,23.0,94.0,56.0,8.2,0.475
83069,A201,2014-02-18,11.4,1424.1,25.075,29.8,23.6,94.0,69.0,7.6,0.4291666666666667
83070,A201,2014-02-19,19.2,3123.7,25.629166666666663,32.3,23.1,94.0,57.0,8.7,0.65
83071,A201,2014-02-20,4.0,1903.1,25.78333333333333,29.8,23.7,94.0,70.0,7.8,0.7333333333333333
83072,A201,2014-02-21,18.0,3034.1,25.77916666666667,32.9,23.3,93.0,54.0,9.7,0.7291666666666666
83073,A201,2014-02-22,3.2,2277.5,25.1125,31.4,23.3,94.0,65.0,7.1,0.4333333333333333
83074,A201,2014-02-23,0.6,2820.8,25.84166666666667,32.5,23.5,94.0,60.0,6.3,0.6041666666666666
83075,A201,2014-02-24,0.2,3718.4,26.4,32.5,23.6,94.0,56.0,6.6,0.4916666666666667
83076,A201,2014-02-25,4.8,2753.6,26.308333333333334,33.9,23.7,94.0,52.0,9.7,0.8333333333333334
83077,A201,2014-02-26,1.8,2656.2,26.6625,32.7,23.9,94.0,54.0,6.7,0.8583333333333334
83078,A201,2014-02-27,1.2,1486.3,25.83333333333333,30.5,23.1,93.0,66.0,6.0,0.6416666666666667
83079,A201,2014-02-28,22.4,2583.2,26.433333333333334,32.5,23.4,94.0,54.0,7.8,0.6458333333333334
83080,A201,2014-03-01,31.6,3585.1,25.816666666666663,31.9,23.5,94.0,59.0,6.1,0.3583333333333333
83081,A201,2014-03-02,11.4,3553.1,24.991304347826084,31.5,23.0,94.0,67.0,5.8,0.5826086956521739
83082,A201,2014-03-03,0.2,1698.4,25.745833333333334,30.6,23.8,94.0,65.0,7.7,0.7666666666666666
83083,A201,2014-03-04,10.2,3087.8,25.475,30.7,23.6,94.0,65.0,8.1,0.5625
83084,A201,2014-03-05,14.4,2687.2,25.58333333333333,31.3,23.5,94.0,62.0,10.3,0.45
83085,A201,2014-03-06,11.2,1957.4,25.625,31.8,23.6,94.0,62.0,5.3,0.5
83086,A201,2014-03-07,33.4,3056.5,26.15416666666667,31.7,24.1,94.0,60.0,8.4,0.7416666666666667
83087,A201,2014-03-08,5.6,1856.0,25.570833333333336,30.5,23.7,92.0,63.0,6.0,0.45
83088,A201,2014-03-09,14.0,1101.9,24.65833333333333,26.8,23.8,94.0,87.0,5.0,0.0999999999999999
83089,A201,2014-03-10,7.8,2607.3,25.90416666666667,31.5,23.4,94.0,60.0,8.0,0.6833333333333332
83090,A201,2014-03-11,10.6,2045.8,25.925,30.7,23.8,94.0,66.0,9.5,0.6833333333333335
83091,A201,2014-03-12,6.0,2848.1,25.89583333333333,31.9,23.9,94.0,60.0,7.8,0.5708333333333333
83092,A201,2014-03-13,12.6,2520.4,26.23333333333333,31.8,23.6,93.0,62.0,7.0,0.6208333333333333
83093,A201,2014-03-14,1.2,3050.1,26.245833333333334,32.1,23.6,94.0,57.0,6.9,0.4041666666666667
83094,A201,2014-03-15,7.6,2390.5,25.445833333333336,30.0,22.8,92.0,71.0,7.5,0.8291666666666666
83095,A201,2014-03-16,0.4,2583.7,25.875,31.5,23.3,94.0,57.0,5.8,0.6875
83096,A201,2014-03-17,8.8,2860.2,25.791666666666668,31.7,23.1,94.0,60.0,8.7,0.5666666666666667
83097,A201,2014-03-18,0.2,3043.5,26.40833333333333,31.5,23.6,94.0,63.0,8.8,0.775
83098,A201,2014-03-19,7.0,2698.2,26.479166666666668,32.0,24.3,93.0,60.0,9.4,0.875
83099,A201,2014-03-20,2.0,2747.0,25.96666666666667,32.0,23.3,93.0,61.0,6.7,0.9
83100,A201,2014-03-21,1.6,2817.0,26.620833333333334,33.0,23.9,92.0,58.0,8.2,0.85
83101,A201,2014-03-22,21.2,2467.7,26.629166666666663,32.8,23.8,94.0,59.0,8.3,0.625
83102,A201,2014-03-23,0.0,,24.925,25.2,24.3,94.0,92.0,4.0,0.25
83103,A201,2014-03-25,0.4,2440.2,26.5125,30.9,23.9,94.0,67.0,10.4,0.99375
83104,A201,2014-03-26,1.2,2418.5,26.195833333333336,31.8,23.3,94.0,61.0,8.2,0.6458333333333334
83105,A201,2014-03-27,0.8,2532.8,26.67083333333333,33.0,23.2,94.0,53.0,7.7,0.975
83106,A201,2014-03-28,5.6,3010.6,26.52916666666667,31.9,24.0,93.0,58.0,8.9,0.875
83107,A201,2014-03-29,0.4,2689.2,26.40833333333333,32.0,23.8,91.0,55.0,7.9,0.8833333333333333
83108,A201,2014-03-30,0.4,2587.8,27.516666666666666,33.3,23.8,93.0,52.0,6.8,0.7458333333333332
83109,A201,2014-03-31,29.0,2778.4,26.166666666666668,31.2,24.1,93.0,62.0,8.0,0.9875
83110,A201,2014-04-01,16.2,2582.2,25.620833333333334,32.9,22.8,94.0,57.0,7.1,0.4791666666666667
83111,A201,2014-04-02,18.0,2464.2,24.6375,30.2,22.7,94.0,70.0,8.4,0.5791666666666667
83112,A201,2014-04-03,5.8,2226.2,25.785714285714285,30.9,22.9,94.0,58.0,5.9,0.6904761904761905
83113,A201,2014-04-04,1.2,2307.7,25.926315789473687,31.1,23.8,94.0,65.0,6.6,0.3210526315789473
83114,A201,2014-04-05,12.4,2654.0,27.352941176470587,34.1,24.0,92.0,51.0,10.7,0.8411764705882353
83115,A201,2014-04-06,30.0,2658.0,27.12941176470588,31.9,24.5,94.0,61.0,6.7,0.9235294117647058
83116,A201,2014-04-07,6.8,2702.4,27.75294117647059,33.6,24.5,94.0,56.0,8.4,0.7647058823529411
83117,A201,2014-04-08,1.2,2727.0,26.68,32.6,24.6,93.0,59.0,7.1,0.62
83118,A201,2014-04-09,1.8,1420.9,26.113333333333333,29.4,24.7,94.0,73.0,7.4,0.7133333333333333
83119,A201,2014-04-10,3.6,2120.9,27.484615384615385,29.9,24.5,94.0,68.0,8.0,1.123076923076923
83120,A201,2014-04-11,3.8,1494.8,26.25,29.3,24.2,94.0,73.0,7.2,0.55
83121,A201,2014-04-12,4.0,2559.0,28.0,31.8,23.9,94.0,62.0,8.0,0.8769230769230769
83122,A201,2014-04-13,19.6,3142.9,27.553846153846152,31.9,23.4,94.0,60.0,8.5,0.7923076923076924
83123,A201,2014-04-14,7.2,2646.7,29.49230769230769,34.4,24.4,94.0,49.0,6.2,1.323076923076923
83124,A201,2014-04-15,3.6,2621.4,28.1875,32.9,23.9,94.0,54.0,8.3,1.3375
83125,A201,2014-04-16,28.2,2637.7,27.2125,32.5,23.2,94.0,56.0,8.4,1.0
83126,A201,2014-04-17,25.8,2330.0,26.49411764705882,31.5,23.9,94.0,62.0,6.4,0.6764705882352942
83127,A201,2014-04-18,11.2,1313.3,25.880000000000003,29.0,24.3,94.0,72.0,6.2,0.67
83128,A201,2014-04-19,17.8,3204.4,26.72307692307692,31.5,24.1,94.0,62.0,7.3,0.7230769230769231
83129,A201,2014-04-20,25.4,2307.3,27.258333333333336,32.6,24.0,94.0,58.0,8.1,0.7833333333333333
83130,A201,2014-04-21,4.6,2562.4,27.63076923076923,32.4,24.8,93.0,58.0,6.4,0.6923076923076923
83131,A201,2014-04-22,7.2,2743.9,27.707142857142856,33.7,24.9,93.0,55.0,8.0,1.157142857142857
83132,A201,2014-04-23,0.2,3148.9,28.07692307692308,33.5,25.4,93.0,51.0,7.8,1.2
83133,A201,2014-04-24,22.8,2481.7,26.5125,33.5,23.8,94.0,55.0,9.6,0.7083333333333334
83134,A201,2014-04-25,7.6,2678.7,26.47083333333333,32.7,23.4,94.0,59.0,9.6,0.6166666666666667
83135,A201,2014-04-26,3.6,2190.0,26.0125,30.7,24.0,94.0,68.0,8.1,0.625
83136,A201,2014-04-27,6.4,1760.3,25.491666666666664,30.3,24.4,94.0,71.0,6.5,0.2291666666666666
83137,A201,2014-04-28,35.0,2957.6,25.6875,31.4,22.6,94.0,61.0,10.3,0.6208333333333333
83138,A201,2014-04-29,5.6,3177.4,25.745833333333334,31.8,22.6,94.0,63.0,6.0,0.5875
83139,A201,2014-04-30,1.4,2863.0,26.59166666666667,32.5,23.6,94.0,58.0,6.5,0.7625000000000001
83140,A201,2014-05-01,1.2,1214.8,25.96666666666667,28.9,24.4,94.0,75.0,3.5,0.2916666666666667
83141,A201,2014-05-02,4.6,1958.3,25.8125,30.1,23.0,94.0,66.0,6.7,0.6916666666666668
83142,A201,2014-05-03,0.2,1997.0,26.995833333333334,32.7,23.5,94.0,61.0,7.2,0.5499999999999999
83143,A201,2014-05-04,2.4,3133.7,27.4375,32.8,24.4,93.0,58.0,5.6,0.6708333333333334
83144,A201,2014-05-05,0.0,3286.5,27.0125,32.9,23.6,92.0,55.0,6.7,0.6916666666666668
83145,A201,2014-05-06,23.8,3089.2,26.054166666666664,32.9,22.9,93.0,59.0,10.2,0.65
83146,A201,2014-05-07,14.0,2282.9,25.10833333333333,31.1,22.9,94.0,63.0,7.7,0.4791666666666667
83147,A201,2014-05-08,7.2,2269.5,25.83333333333333,31.1,24.2,94.0,68.0,7.7,0.2833333333333333
83148,A201,2014-05-09,19.4,1501.0,25.579166666666666,30.3,24.0,94.0,67.0,6.7,0.2333333333333333
83149,A201,2014-05-10,5.8,2516.2,25.775,30.0,24.1,94.0,71.0,5.8,0.5416666666666666
83150,A201,2014-05-11,20.6,2044.6,25.508333333333336,31.9,23.5,94.0,60.0,8.1,0.3125
83151,A201,2014-05-12,1.0,2879.2,25.48333333333333,31.8,23.5,94.0,63.0,6.7,0.5333333333333333
83152,A201,2014-05-13,5.2,1830.4,25.25,30.2,23.4,94.0,70.0,6.8,0.3333333333333333
83153,A201,2014-05-14,7.4,2604.8,26.116666666666664,32.0,23.6,94.0,60.0,8.3,0.5125000000000001
83154,A201,2014-05-15,3.0,3325.3,26.6375,32.9,23.8,94.0,58.0,6.8,0.6833333333333332
83155,A201,2014-05-16,5.4,2506.3,25.54583333333333,31.5,23.6,94.0,64.0,7.0,0.4166666666666667
83156,A201,2014-05-17,4.2,2612.8,26.125,31.8,23.4,94.0,62.0,5.3,0.4083333333333334
83157,A201,2014-05-18,20.6,3051.2,26.825,33.0,23.8,94.0,53.0,7.6,0.5958333333333333
83158,A201,2014-05-19,4.4,2553.1,26.67083333333333,32.6,23.8,94.0,56.0,7.8,0.5125000000000001
83159,A201,2014-05-20,2.6,2393.8,26.516666666666666,32.7,24.0,94.0,60.0,8.9,0.5916666666666667
83160,A201,2014-05-21,16.6,2265.6,27.0,32.8,24.1,94.0,55.0,8.0,0.6833333333333332
83161,A201,2014-05-22,18.6,1721.6,25.9375,30.5,23.6,94.0,69.0,9.8,0.3583333333333333
83162,A201,2014-05-23,2.8,2423.3,25.98333333333333,32.7,23.9,94.0,58.0,8.4,0.4041666666666666
83163,A201,2014-05-24,12.0,1564.1,25.35833333333333,29.2,24.0,94.0,72.0,6.6,0.4791666666666667
83164,A201,2014-05-25,8.8,2458.5,25.97083333333333,31.3,23.7,94.0,63.0,6.3,0.275
83165,A201,2014-05-26,9.6,2989.9,26.704166666666666,32.6,23.3,94.0,54.0,7.0,0.4291666666666666
83166,A201,2014-05-27,0.2,3110.9,26.67083333333333,32.6,23.1,94.0,57.0,9.0,0.7041666666666666
83167,A201,2014-05-28,0.6,2739.5,26.3375,33.8,23.2,93.0,52.0,9.0,0.6416666666666667
83168,A201,2014-05-29,1.0,1800.4,26.179166666666664,29.9,24.3,94.0,71.0,4.5,0.4541666666666666
83169,A201,2014-05-30,3.4,3294.4,26.4,31.9,24.2,93.0,60.0,10.9,0.8458333333333333
83170,A201,2014-05-31,1.2,2713.2,27.0875,33.0,23.9,93.0,55.0,9.3,0.6916666666666668
83171,A201,2014-06-01,0.0,3406.1,27.9,32.9,24.3,93.0,50.0,4.6,0.7875
83172,A201,2014-06-02,0.0,1675.4,27.17083333333333,30.0,25.2,91.0,67.0,6.1,0.6583333333333333
83173,A201,2014-06-03,3.0,2398.5,27.479166666666668,32.9,24.4,91.0,54.0,9.3,0.6875
83174,A201,2014-06-04,0.4,2419.1,27.125,32.8,24.0,93.0,56.0,5.8,0.6708333333333334
83175,A201,2014-06-05,2.0,2560.8,26.7875,32.3,24.1,93.0,58.0,7.3,0.7875
83176,A201,2014-06-06,0.4,2459.4,26.879166666666663,32.2,23.3,94.0,57.0,6.6,0.7541666666666668
83177,A201,2014-06-07,3.4,2201.4,26.54583333333333,32.0,23.9,93.0,59.0,6.8,0.7208333333333333
83178,A201,2014-06-08,3.6,2687.9,27.191666666666663,33.5,24.3,91.0,53.0,7.3,0.6708333333333334
83179,A201,2014-06-09,1.0,3096.2,27.27916666666667,32.9,24.0,93.0,55.0,6.6,0.975
83180,A201,2014-06-10,8.8,2764.5,26.325,32.0,23.5,94.0,61.0,9.6,0.6833333333333332
83181,A201,2014-06-11,9.4,2654.2,26.054166666666664,31.6,23.0,93.0,62.0,10.1,0.7916666666666666
83182,A201,2014-06-12,0.2,2751.2,26.683333333333334,32.5,23.6,93.0,55.0,5.7,0.5208333333333334
83183,A201,2014-06-13,0.0,3063.2,27.73333333333333,33.1,24.6,92.0,49.0,6.1,0.7541666666666668
83184,A201,2014-06-14,0.0,3037.8,27.691666666666663,32.8,24.1,92.0,52.0,8.3,0.975
83185,A201,2014-06-15,29.0,2483.1,26.98333333333333,33.3,22.8,94.0,52.0,8.9,0.8916666666666666
83186,A201,2014-06-16,3.6,1949.9,25.729166666666668,32.0,23.5,94.0,62.0,7.0,0.4208333333333333
83187,A201,2014-06-17,4.0,2250.6,25.745833333333334,30.6,22.8,94.0,67.0,4.9,0.5083333333333334
83188,A201,2014-06-18,5.8,2524.1,26.46666666666667,32.2,23.6,93.0,59.0,8.3,0.6708333333333333
83189,A201,2014-06-19,1.2,3134.2,26.3,32.3,23.4,94.0,57.0,11.2,0.5750000000000001
83190,A201,2014-06-20,6.4,2487.8,26.175,31.7,23.7,94.0,61.0,7.9,0.3291666666666666
83191,A201,2014-06-21,15.6,2563.2,26.14583333333333,32.2,23.8,94.0,59.0,9.2,0.5416666666666666
83192,A201,2014-06-22,4.6,3011.1,26.491666666666664,33.1,23.5,93.0,55.0,7.9,0.7625000000000001
83193,A201,2014-06-23,1.0,3056.7,27.070833333333336,31.8,23.4,93.0,56.0,7.0,1.075
83194,A201,2014-06-24,9.4,3174.7,27.079166666666666,33.1,23.7,94.0,53.0,9.0,0.6833333333333332
83195,A201,2014-06-25,3.4,2625.5,26.2375,32.5,23.7,94.0,59.0,10.1,0.65
83196,A201,2014-06-26,20.8,3096.4,26.6,33.2,23.6,93.0,54.0,6.5,0.7000000000000001
83197,A201,2014-06-27,3.2,2892.1,26.10833333333333,32.1,24.0,93.0,60.0,5.8,0.6333333333333334
83198,A201,2014-06-28,18.4,2280.2,25.5875,32.0,23.2,94.0,61.0,8.7,0.5333333333333333
83199,A201,2014-06-29,5.4,3120.7,25.78333333333333,32.4,23.0,94.0,58.0,5.6,0.5291666666666667
83200,A201,2014-06-30,1.2,2535.9,26.7625,32.8,23.5,93.0,54.0,6.3,0.45
83201,A201,2014-07-01,2.0,2646.6,26.308333333333334,33.2,23.1,94.0,54.0,5.6,0.6208333333333333
83202,A201,2014-07-02,3.6,2454.1,26.0875,32.7,23.9,93.0,60.0,8.2,0.4291666666666667
83203,A201,2014-07-03,9.2,2673.7,26.629166666666663,32.2,22.4,94.0,53.0,8.9,0.7208333333333333
83204,A201,2014-07-04,2.0,2821.5,26.254166666666663,32.4,23.6,94.0,56.0,7.5,0.7083333333333334
83205,A201,2014-07-05,0.0,2925.5,26.4125,32.1,22.7,94.0,56.0,7.7,0.7791666666666667
83206,A201,2014-07-06,0.0,3240.9,27.3625,32.9,23.9,91.0,50.0,8.5,0.725
83207,A201,2014-07-07,3.8,2851.8,27.65,32.2,24.1,91.0,52.0,7.3,1.0791666666666666
83208,A201,2014-07-08,8.2,2845.1,25.54583333333333,31.7,23.1,94.0,54.0,7.3,0.7000000000000001
83209,A201,2014-07-09,1.2,2856.8,25.916666666666668,32.0,23.2,94.0,55.0,6.8,0.6541666666666667
83210,A201,2014-07-10,3.0,2809.5,26.016666666666666,32.4,23.4,93.0,58.0,7.8,0.7000000000000001
83211,A201,2014-07-11,1.4,2816.3,26.3875,33.3,23.4,94.0,53.0,8.0,0.45
83212,A201,2014-07-12,4.4,3081.5,26.75,32.7,23.6,93.0,54.0,7.0,0.8083333333333335
83213,A201,2014-07-13,16.4,2762.6,26.204166666666666,32.7,23.5,93.0,54.0,7.0,0.7958333333333334
83214,A201,2014-07-14,7.2,2598.7,25.7,31.6,22.7,94.0,56.0,11.0,0.8500000000000001
83215,A201,2014-07-15,15.4,2620.6,26.116666666666664,32.0,22.3,94.0,57.0,9.1,0.6375000000000001
83216,A201,2014-07-16,13.2,2617.5,25.52916666666667,31.2,22.8,94.0,62.0,8.8,0.5541666666666667
83217,A201,2014-07-17,0.0,2955.1,26.3625,32.6,22.6,94.0,53.0,5.6,0.7041666666666666
83218,A201,2014-07-18,0.0,2926.6,27.116666666666664,32.0,23.3,92.0,53.0,5.8,0.8541666666666666
83219,A201,2014-07-19,0.0,3085.5,27.375,33.1,23.5,91.0,53.0,6.0,0.8291666666666666
83220,A201,2014-07-20,0.2,2222.9,26.508333333333336,32.4,23.3,93.0,56.0,7.3,0.6875
83221,A201,2014-07-21,0.0,2659.2,26.8,31.9,23.1,93.0,53.0,6.7,0.8125
83222,A201,2014-07-22,0.2,2650.1,26.98333333333333,33.1,23.4,92.0,51.0,7.2,1.0458333333333334
83223,A201,2014-07-23,0.4,2601.7,26.72083333333333,32.7,23.2,93.0,52.0,7.8,0.875
83224,A201,2014-07-24,0.2,2481.7,26.7625,32.1,23.3,92.0,56.0,6.9,0.8208333333333333
83225,A201,2014-07-25,11.2,2735.5,26.39583333333333,31.8,22.6,92.0,54.0,11.9,0.9875
83226,A201,2014-07-26,0.2,3139.8,26.60833333333333,32.3,22.5,94.0,52.0,5.7,0.8541666666666666
83227,A201,2014-07-27,0.0,2466.4,26.84166666666667,31.7,24.1,89.0,58.0,7.2,0.8708333333333332
83228,A201,2014-07-28,0.0,2791.5,27.27083333333333,33.7,23.0,91.0,49.0,5.6,0.6875
83229,A201,2014-07-29,0.0,3133.6,27.125,31.9,22.9,93.0,53.0,5.9,0.9041666666666668
83230,A201,2014-07-30,3.0,2890.8,26.7875,32.5,24.3,91.0,54.0,7.5,0.8166666666666668
83231,A201,2014-07-31,18.4,3069.7,26.291666666666668,32.8,22.8,93.0,49.0,11.1,0.5958333333333333
83232,A201,2014-08-01,1.2,3098.5,26.541666666666668,32.7,23.5,94.0,53.0,6.3,0.3791666666666666
83233,A201,2014-08-02,2.4,3363.6,26.675,33.2,22.9,94.0,52.0,5.6,0.6291666666666667
83234,A201,2014-08-03,5.2,2739.9,26.90833333333333,32.6,23.8,92.0,55.0,5.8,0.5833333333333334
83235,A201,2014-08-04,1.0,2702.2,26.4875,32.5,23.2,94.0,57.0,9.0,0.625
83236,A201,2014-08-05,0.6,2868.0,26.675,33.0,23.0,94.0,56.0,5.6,0.6916666666666668
83237,A201,2014-08-06,2.0,2746.1,26.2,31.9,23.6,91.0,56.0,6.1,0.6041666666666666
83238,A201,2014-08-07,4.4,2602.4,26.09583333333333,31.9,22.8,94.0,56.0,10.6,0.7999999999999999
83239,A201,2014-08-08,0.0,3194.6,26.7125,31.7,23.3,93.0,56.0,6.8,0.9416666666666668
83240,A201,2014-08-09,0.6,2564.2,26.39583333333333,31.5,24.2,90.0,61.0,6.2,0.475
83241,A201,2014-08-10,0.0,2727.0,26.916666666666668,32.1,23.0,93.0,54.0,5.9,0.8166666666666668
83242,A201,2014-08-11,0.2,2780.9,27.383333333333336,32.9,24.0,90.0,50.0,6.6,0.8708333333333332
83243,A201,2014-08-12,0.2,2723.1,27.08333333333333,32.5,23.6,92.0,55.0,7.0,0.875
83244,A201,2014-08-13,18.4,3593.2,27.125,32.7,22.9,93.0,52.0,7.0,0.65
83245,A201,2014-08-14,0.0,3283.1,27.71666666666667,33.3,24.0,91.0,52.0,6.2,0.8666666666666667
83246,A201,2014-08-15,0.0,2817.2,27.3,32.4,23.7,91.0,52.0,6.4,0.8958333333333334
83247,A201,2014-08-16,0.0,3078.5,27.375,32.3,23.8,91.0,53.0,6.9,1.0083333333333333
83248,A201,2014-08-17,0.0,3193.7,27.891666666666666,32.3,24.0,92.0,47.0,7.7,1.0583333333333331
83249,A201,2014-08-18,0.0,3329.6,27.3,32.6,23.1,93.0,51.0,7.0,0.95
83250,A201,2014-08-19,0.0,3288.2,28.27916666666667,34.1,23.5,92.0,42.0,5.8,0.95
83251,A201,2014-08-20,0.0,3086.5,27.8,32.6,24.0,91.0,50.0,6.3,0.9458333333333332
83252,A201,2014-08-21,0.6,2610.3,27.7375,33.4,23.5,88.0,51.0,6.4,0.9083333333333332
83253,A201,2014-08-22,0.0,3421.5,27.14583333333333,33.2,22.2,92.0,44.0,6.9,0.9708333333333332
83254,A201,2014-08-23,0.0,2789.4,27.04583333333333,32.6,23.3,90.0,53.0,5.3,0.65
83255,A201,2014-08-24,2.2,2356.5,26.6125,33.0,24.0,89.0,53.0,6.0,0.6958333333333333
83256,A201,2014-08-25,0.2,2685.0,26.575,34.0,23.1,93.0,50.0,6.5,0.75
83257,A201,2014-08-26,0.6,2640.3,27.308333333333334,33.3,22.9,92.0,48.0,8.3,0.9083333333333332
83258,A201,2014-08-27,0.0,2587.5,27.77083333333333,33.8,23.4,90.0,44.0,6.9,0.7666666666666666
83259,A201,2014-08-28,0.0,2786.3,27.2625,33.5,22.5,93.0,46.0,6.2,0.9208333333333332
83260,A201,2014-08-29,5.4,2382.4,27.275,32.4,23.9,90.0,52.0,7.0,0.8666666666666667
83261,A201,2014-08-30,11.0,2893.3,26.20833333333333,32.7,23.3,92.0,54.0,7.7,0.4333333333333333
83262,A201,2014-08-31,15.0,2520.6,26.329166666666666,33.1,23.3,93.0,52.0,8.7,0.5625
83263,A201,2014-09-01,4.8,3059.3,26.445833333333336,32.7,23.0,93.0,53.0,5.9,0.6333333333333333
83264,A201,2014-09-02,0.2,3293.4,27.05,32.5,22.9,92.0,53.0,6.2,0.8708333333333332
83265,A201,2014-09-03,0.0,2859.8,27.004166666666663,33.7,21.7,92.0,44.0,6.6,0.9208333333333334
83266,A201,2014-09-04,0.0,2827.3,27.5625,33.5,22.9,92.0,47.0,6.4,0.8875000000000001
